timestamp,open,close,high,low
2023-08-17,0.57782143,0.5158,0.58320818,0.46678129
2023-08-18,0.5158,0.54149172,0.54895,0.5158
2023-08-19,0.54151255,0.54985382,0.55787158,0.53411597
2023-08-20,0.54985382,0.55504747,0.56263558,0.52837468
2023-08-21,0.55504747,0.53895567,0.55594394,0.52120643
2023-08-22,0.53895567,0.53343308,0.54292699,0.51020003
2023-08-23,0.53343308,0.59095283,0.64368,0.53159045
2023-08-24,0.58841457,0.58841457,0.61425038,0.56971221
2023-08-25,0.58846172,0.6083591,0.61586475,0.57171423
2023-08-26,0.60911721,0.6004,0.63095,0.59635
2023-08-27,0.60015998,0.62163042,0.62940694,0.59318932
2023-08-28,0.62313654,0.61158201,0.63021694,0.60619277
2023-08-29,0.61158172,0.68290001,0.70345838,0.5805696
2023-08-30,0.6849649,0.67866845,0.70468101,0.65730882
2023-08-31,0.6811241,0.63175867,0.68738033,0.62655008
2023-09-01,0.63199565,0.65844926,0.67389998,0.62460698
2023-09-02,0.65838149,0.60887404,0.69176595,0.59604983
2023-09-03,0.60887404,0.61160139,0.62548579,0.60188668
2023-09-04,0.61160139,0.6135012,0.63406526,0.60780005
2023-09-05,0.6135012,0.60447526,0.61656272,0.59172641
2023-09-06,0.60447526,0.6081472,0.61445755,0.58745
2023-09-07,0.6081472,0.60704028,0.60862924,0.58444154
2023-09-08,0.60701781,0.5934,0.61350261,0.5817
2023-09-09,0.5934,0.62087676,0.63188373,0.59336703
2023-09-10,0.62087676,0.58360153,0.62104169,0.56306161
2023-09-11,0.58360153,0.54331179,0.5862004,0.52697988
2023-09-12,0.54335,0.55381991,0.5804536,0.54331077
2023-09-13,0.55388839,0.56213804,0.57409023,0.5467
2023-09-14,0.56213804,0.57479314,0.58485,0.56169779
2023-09-15,0.57479314,0.60705003,0.61898083,0.5720959
2023-09-16,0.60705003,0.62435485,0.64160805,0.60556843
2023-09-17,0.62435485,0.59580499,0.6246,0.58664737
2023-09-18,0.59580584,0.6047456,0.62015,0.58469477
2023-09-19,0.60473726,0.64728263,0.6547038,0.59747256
2023-09-20,0.64728263,0.66826003,0.67065994,0.63860434
2023-09-21,0.66826003,0.64771351,0.68006851,0.64100576
2023-09-22,0.64773741,0.66549007,0.66575,0.63601424
2023-09-23,0.66549007,0.63287861,0.67003377,0.62492039
2023-09-24,0.63287861,0.61908264,0.6360004,0.61625002
2023-09-25,0.61908264,0.6229781,0.62649567,0.61012277
2023-09-26,0.62296121,0.62665,0.63173175,0.61397811
2023-09-27,0.62665,0.63116128,0.64725,0.6216199
2023-09-28,0.63116128,0.71133453,0.71866105,0.6294
2023-09-29,0.71133453,0.72502466,0.74414997,0.6982372
2023-09-30,0.72514793,0.72125004,0.76385001,0.70811494
2023-10-01,0.72125004,0.76453962,0.76826329,0.72005
2023-10-02,0.76462305,0.71690553,0.77795045,0.7106002
2023-10-03,0.71690553,0.67315001,0.72275004,0.66769698
2023-10-04,0.67315001,0.68345005,0.69773092,0.64582262
2023-10-05,0.68345005,0.66044802,0.6895,0.6589513
2023-10-06,0.66044744,0.67749397,0.68675,0.652558
2023-10-07,0.67749397,0.67915004,0.68725001,0.66489933
2023-10-08,0.67915004,0.6805657,0.68732656,0.66534548
2023-10-09,0.6805657,0.65314688,0.71095005,0.63105
2023-10-10,0.65314688,0.63031538,0.65525,0.62175612
2023-10-11,0.63031538,0.61970003,0.63725002,0.6026227
2023-10-12,0.61970003,0.60797801,0.61981999,0.59113155
2023-10-13,0.60797937,0.60975605,0.61936359,0.60460023
2023-10-14,0.60975937,0.62665195,0.63409261,0.60702462
2023-10-15,0.62665195,0.63962384,0.64901845,0.62221476
2023-10-16,0.6397,0.71894597,0.7201,0.6388
2023-10-17,0.71894597,0.69225602,0.7202221,0.67664808
2023-10-18,0.6922,0.68868845,0.70262826,0.6798023
2023-10-19,0.68868845,0.68364928,0.69587222,0.66426347
2023-10-20,0.68360995,0.7371322,0.75854988,0.68106583
2023-10-21,0.7371322,0.73635,0.75208477,0.72684056
2023-10-22,0.73630453,0.77207788,0.77703889,0.72323788
2023-10-23,0.77207788,0.81947467,0.81953908,0.76595225
2023-10-24,0.81950004,0.7923012,0.8356503,0.76833908
2023-10-25,0.792201,0.80570923,0.82731043,0.78155882
2023-10-26,0.80570923,0.81124128,0.84154303,0.78611909
2023-10-27,0.81124128,0.82015002,0.82413441,0.78725
2023-10-28,0.82015002,0.8915821,0.90155435,0.81785
2023-10-29,0.8915243,0.89390249,0.91173266,0.87505
2023-10-30,0.89390251,0.92730765,0.96071316,0.87623103
2023-10-31,0.92730765,0.9200649,0.93781411,0.87992602
2023-11-01,0.9200649,0.924282,0.93724736,0.88833384
2023-11-02,0.92438726,0.90215153,0.93696251,0.88744835
